Resume_ID,Rank,Matched_Job_ID,Job_Title,LLM_Score
70089206,7,1805,Backend Developer,0.6026
70089206,8,1847,Java Developer,0.6025
70089206,9,1062,Software Engineer,0.602
70089206,10,1999,Java Developer,0.5975
27770859,1,1070,Network Administrator,0.6371
27770859,2,1528,Network Administrator,0.6349
27770859,3,559,Network Administrator,0.6345
27770859,4,1283,Network Administrator,0.6277
27770859,5,1278,Network Administrator,0.6139
27770859,6,763,iOS Developer,0.5774
27770859,7,823,Network Administrator,0.5702
27770859,8,589,Network Administrator,0.5701
27770859,9,134,Network Administrator,0.5661
27770859,10,580,Network Administrator,0.5654
57002858,1,1278,Network Administrator,0.6993
57002858,2,903,Network Administrator,0.695
57002858,3,1655,Network Administrator,0.6783
57002858,4,1528,Network Administrator,0.6696
57002858,5,1362,Network Administrator,0.6663
57002858,6,1850,Network Administrator,0.66
57002858,7,580,Network Administrator,0.6514
57002858,8,453,Network Administrator,0.6508
57002858,9,1504,Database Administrator,0.6427
57002858,10,1071,Database Administrator,0.6427
13477922,1,1362,Network Administrator,0.6819
13477922,2,1009,Network Administrator,0.6205
13477922,3,823,Network Administrator,0.616
13477922,4,1528,Network Administrator,0.6112
13477922,5,1070,Network Administrator,0.6037
13477922,6,903,Network Administrator,0.6017
13477922,7,1061,Network Administrator,0.601
13477922,8,1802,Network Administrator,0.6009
13477922,9,1813,Network Administrator,0.5998
13477922,10,1818,Network Administrator,0.5967
28126340,1,297,Database Administrator,0.6572
28126340,2,1436,Java Developer,0.639
28126340,3,277,Java Developer,0.6193
28126340,4,1938,Database Administrator,0.6176
28126340,5,1944,Network Administrator,0.607
28126340,6,1016,Database Administrator,0.6026
28126340,7,1999,Java Developer,0.6022
28126340,8,637,Database Administrator,0.5994
28126340,9,83,Database Administrator,0.5968
28126340,10,1726,DevOps Engineer,0.5968
37242217,1,1156,JavaScript Developer,0.6694
37242217,2,1436,Java Developer,0.661
37242217,3,1183,Machine Learning,0.6591
37242217,4,2154,JavaScript Developer,0.659
37242217,5,1283,Network Administrator,0.6566
37242217,6,1738,Java Developer,0.6523
37242217,7,1944,Network Administrator,0.6472
37242217,8,1868,Software Engineer,0.6437
37242217,9,2048,Backend Developer,0.6389
37242217,10,1588,Backend Developer,0.6348
10089434,1,2075,DevOps Engineer,0.6509
10089434,2,1594,Network Administrator,0.6434
10089434,3,134,Network Administrator,0.6305
10089434,4,1459,Database Administrator,0.5973
10089434,5,1278,Network Administrator,0.596
10089434,6,1374,Network Administrator,0.5949
10089434,7,585,Software Engineer,0.5934
10089434,8,2249,Network Administrator,0.5834
10089434,9,236,DevOps Engineer,0.5822
10089434,10,903,Network Administrator,0.5706
11957080,1,1362,Network Administrator,0.6481
11957080,2,1071,Database Administrator,0.6476
11957080,3,743,Network Administrator,0.6408
11957080,4,453,Network Administrator,0.6134
11957080,5,2130,Network Administrator,0.6113
11957080,6,1236,Network Administrator,0.6104
11957080,7,903,Network Administrator,0.6093
11957080,8,1436,Java Developer,0.5947
11957080,9,1164,Network Administrator,0.5914
11957080,10,1009,Network Administrator,0.5792
35325329,1,846,Network Administrator,0.5411
35325329,2,1655,Network Administrator,0.5205
35325329,3,372,Network Administrator,0.5053
35325329,4,151,Network Administrator,0.5018
35325329,5,1996,Network Administrator,0.4993
35325329,6,2146,Network Administrator,0.4908
35325329,7,805,Network Administrator,0.4904
35325329,8,1061,Network Administrator,0.4864
35325329,9,234,Java Developer,0.4859
35325329,10,1278,Network Administrator,0.4842
10840430,1,372,Network Administrator,0.6522
10840430,2,1528,Network Administrator,0.6504
10840430,3,1485,Software Engineer,0.6448
10840430,4,1655,Network Administrator,0.6443
10840430,5,1495,Java Developer,0.6417
10840430,6,1283,Network Administrator,0.6379
10840430,7,2019,Network Administrator,0.6301
10840430,8,559,Network Administrator,0.6291
10840430,9,1278,Network Administrator,0.6249
10840430,10,589,Network Administrator,0.6178
64017585,1,773,Machine Learning,0.6193
64017585,2,2007,Database Administrator,0.6
64017585,3,1655,Network Administrator,0.5835
64017585,4,792,Software Engineer,0.5706
64017585,5,1002,Machine Learning,0.5665
64017585,6,1400,Software Engineer,0.5657
64017585,7,1468,Network Administrator,0.5652
64017585,8,2112,JavaScript Developer,0.5641
64017585,9,1061,Network Administrator,0.5567
64017585,10,1127,PHP Developer,0.5549
19850482,1,1071,Database Administrator,0.6407
19850482,2,1387,Database Administrator,0.6311
19850482,3,2275,Machine Learning,0.6167
19850482,4,2260,Java Developer,0.6152
19850482,5,562,Full Stack Developer,0.6141
19850482,6,1919,Database Administrator,0.6048
19850482,7,2204,Database Administrator,0.6046
19850482,8,2038,Database Administrator,0.6043
19850482,9,6,Full Stack Developer,0.6037
19850482,10,1733,Full Stack Developer,0.6024
52618188,1,1362,Network Administrator,0.6892
52618188,2,1071,Database Administrator,0.6506
52618188,3,23,Database Administrator,0.6425
52618188,4,1436,Java Developer,0.6337
52618188,5,1161,Network Administrator,0.6315
52618188,6,1668,Database Administrator,0.6311
52618188,7,559,Network Administrator,0.6244
52618188,8,867,Database Administrator,0.6196
52618188,9,1155,Network Administrator,0.615
52618188,10,1485,Software Engineer,0.6132
28897981,1,559,Network Administrator,0.5898
28897981,2,1868,Software Engineer,0.5797
28897981,3,1372,Software Engineer,0.577
28897981,4,1283,Network Administrator,0.5727
28897981,5,1356,Backend Developer,0.5719
28897981,6,412,Machine Learning,0.5684
28897981,7,124,Backend Developer,0.5679
28897981,8,1388,Software Engineer,0.564
28897981,9,1362,Network Administrator,0.563
28897981,10,1436,Java Developer,0.5621
51639418,1,792,Software Engineer,0.6517
51639418,2,1071,Database Administrator,0.6407
51639418,3,372,Network Administrator,0.628
51639418,4,559,Network Administrator,0.6279
51639418,5,1207,Network Administrator,0.6073
51639418,6,1460,Software Engineer,0.6062
51639418,7,1061,Network Administrator,0.6031
51639418,8,805,Network Administrator,0.595
51639418,9,637,Database Administrator,0.5941
51639418,10,1388,Software Engineer,0.5932
20674668,1,611,Node js developer,0.7152
20674668,2,1478,PHP Developer,0.7
20674668,3,1425,PHP Developer,0.6971
20674668,4,1241,Wordpress Developer,0.694
20674668,5,1088,PHP Developer,0.6935
20674668,6,754,Node js developer,0.6904
20674668,7,54,PHP Developer,0.6869
20674668,8,265,Node js developer,0.6838
20674668,9,940,JavaScript Developer,0.6815
20674668,10,1214,PHP Developer,0.6785
23527321,1,773,Machine Learning,0.5696
23527321,2,1195,Full Stack Developer,0.5259
23527321,3,2128,JavaScript Developer,0.5216
23527321,4,2224,JavaScript Developer,0.5212
23527321,5,1699,DevOps Engineer,0.5172
23527321,6,1586,JavaScript Developer,0.5146
23527321,7,394,JavaScript Developer,0.5132
23527321,8,462,Java Developer,0.5116
23527321,9,2123,DevOps Engineer,0.508
23527321,10,1460,Software Engineer,0.5074
18159866,1,1655,Network Administrator,0.6264
18159866,2,1195,Full Stack Developer,0.612
18159866,3,792,Software Engineer,0.6071
18159866,4,1668,Database Administrator,0.5962
18159866,5,1278,Network Administrator,0.589
18159866,6,1919,Database Administrator,0.5883
18159866,7,1991,Software Engineer,0.5825
18159866,8,637,Database Administrator,0.5768
18159866,9,1822,Software Engineer,0.5668
18159866,10,509,Network Administrator,0.5663
22776912,1,1362,Network Administrator,0.6898
22776912,2,1278,Network Administrator,0.6626
22776912,3,1071,Database Administrator,0.6489
22776912,4,1061,Network Administrator,0.6441
22776912,5,1528,Network Administrator,0.6432
22776912,6,2142,Network Administrator,0.6419
22776912,7,2146,Network Administrator,0.6369
22776912,8,776,Network Administrator,0.6339
22776912,9,1436,Java Developer,0.6327
22776912,10,1655,Network Administrator,0.6319
23864648,1,580,Network Administrator,0.6451
23864648,2,1655,Network Administrator,0.5984
23864648,3,1278,Network Administrator,0.5976
23864648,4,561,DevOps Engineer,0.5966
23864648,5,1207,Network Administrator,0.5929
23864648,6,1071,Database Administrator,0.5925
23864648,7,509,Network Administrator,0.5919
23864648,8,1987,Network Administrator,0.5914
23864648,9,2146,Network Administrator,0.5832
23864648,10,372,Network Administrator,0.5826
18187364,1,805,Network Administrator,0.6627
18187364,2,1061,Network Administrator,0.6256
18187364,3,18,Database Administrator,0.6239
18187364,4,1201,Database Administrator,0.6149
18187364,5,1805,Backend Developer,0.6058
18187364,6,297,Database Administrator,0.5968
18187364,7,2194,Java Developer,0.5929
18187364,8,867,Database Administrator,0.5926
18187364,9,674,Database Administrator,0.5848
18187364,10,625,Database Administrator,0.5838
83816738,1,928,Backend Developer,0.783
83816738,2,623,Java Developer,0.7677
83816738,3,2023,Backend Developer,0.7658
83816738,4,1014,JavaScript Developer,0.7583
83816738,5,1791,JavaScript Developer,0.7538
83816738,6,614,Node js developer,0.751
83816738,7,1455,Java Developer,0.7481
83816738,8,2043,Backend Developer,0.7461
83816738,9,1313,Java Developer,0.7452
83816738,10,34,Backend Developer,0.7448
20824105,1,1742,DevOps Engineer,0.6463
20824105,2,133,DevOps Engineer,0.6262
20824105,3,207,DevOps Engineer,0.6229
20824105,4,858,Network Administrator,0.6122
20824105,5,58,DevOps Engineer,0.6027
20824105,6,1611,DevOps Engineer,0.5982
20824105,7,725,DevOps Engineer,0.5965
20824105,8,345,DevOps Engineer,0.5953
20824105,9,1410,DevOps Engineer,0.5877
20824105,10,134,Network Administrator,0.5803
33381211,1,1372,Software Engineer,0.616
33381211,2,513,Machine Learning,0.6154
33381211,3,588,Java Developer,0.6152
33381211,4,281,Software Engineer,0.6094
33381211,5,2075,DevOps Engineer,0.6057
33381211,6,445,JavaScript Developer,0.6043
33381211,7,1224,DevOps Engineer,0.6025
33381211,8,1537,Full Stack Developer,0.6023
33381211,9,2188,Software Engineer,0.6006
33381211,10,1412,DevOps Engineer,0.5997
16533554,1,903,Network Administrator,0.6777
16533554,2,1362,Network Administrator,0.6597
16533554,3,1813,Network Administrator,0.6426
16533554,4,1528,Network Administrator,0.6378
16533554,5,595,Network Administrator,0.6311
16533554,6,1076,Network Administrator,0.6156
16533554,7,2142,Network Administrator,0.6076
16533554,8,823,Network Administrator,0.6016
16533554,9,559,Network Administrator,0.6012
16533554,10,1987,Network Administrator,0.597
20879311,1,903,Network Administrator,0.6287
20879311,2,1655,Network Administrator,0.5981
20879311,3,2146,Network Administrator,0.5963
20879311,4,2142,Network Administrator,0.585
20879311,5,151,Network Administrator,0.5817
20879311,6,1650,Network Administrator,0.5752
20879311,7,1802,Network Administrator,0.5699
20879311,8,698,Java Developer,0.5698
20879311,9,1773,JavaScript Developer,0.569
20879311,10,1400,Software Engineer,0.5653
31111279,1,320,Network Administrator,0.5645
31111279,2,892,Software Engineer,0.5426
31111279,3,1678,Network Administrator,0.5322
31111279,4,2271,DevOps Engineer,0.5173
31111279,5,1899,Django Developer,0.5158
31111279,6,736,Full Stack Developer,0.5151
31111279,7,1283,Network Administrator,0.5135
31111279,8,599,Software Engineer,0.5121
31111279,9,1071,Database Administrator,0.5104
31111279,10,1919,Database Administrator,0.5094
17111768,1,372,Network Administrator,0.5929
17111768,2,792,Software Engineer,0.5746
17111768,3,637,Database Administrator,0.5515
17111768,4,1814,Machine Learning,0.551
17111768,5,1919,Database Administrator,0.55
17111768,6,1207,Network Administrator,0.5464
17111768,7,1315,Database Administrator,0.5461
17111768,8,2019,Network Administrator,0.5407
17111768,9,1846,Database Administrator,0.5386
17111768,10,805,Network Administrator,0.5375
11584809,1,559,Network Administrator,0.5785
11584809,2,1071,Database Administrator,0.578
11584809,3,2176,DevOps Engineer,0.5685
11584809,4,255,DevOps Engineer,0.5684
11584809,5,1699,DevOps Engineer,0.5663
11584809,6,1283,Network Administrator,0.5655
11584809,7,1826,Database Administrator,0.5648
11584809,8,1101,DevOps Engineer,0.5592
11584809,9,957,DevOps Engineer,0.5591
11584809,10,1362,Network Administrator,0.5584
20408458,1,559,Network Administrator,0.6436
20408458,2,1362,Network Administrator,0.6369
20408458,3,1528,Network Administrator,0.626
20408458,4,1070,Network Administrator,0.6201
20408458,5,1283,Network Administrator,0.6179
20408458,6,1009,Network Administrator,0.616
20408458,7,427,Network Administrator,0.6086
20408458,8,453,Network Administrator,0.6082
20408458,9,1813,Network Administrator,0.6065
20408458,10,903,Network Administrator,0.604
91121135,1,1454,Database Administrator,0.6467
91121135,2,1305,Database Administrator,0.6437
91121135,3,297,Database Administrator,0.6298
91121135,4,1056,Database Administrator,0.6296
91121135,5,213,Database Administrator,0.6242
91121135,6,1071,Database Administrator,0.6204
91121135,7,2041,Database Administrator,0.6181
91121135,8,2204,Database Administrator,0.6153
91121135,9,1315,Database Administrator,0.6145
91121135,10,18,Database Administrator,0.6111
24230851,1,903,Network Administrator,0.5577
24230851,2,1164,Network Administrator,0.5464
24230851,3,2172,Database Administrator,0.5082
24230851,4,1362,Network Administrator,0.4897
24230851,5,1559,Database Administrator,0.4888
24230851,6,157,JavaScript Developer,0.4878
24230851,7,1236,Network Administrator,0.4772
24230851,8,980,Database Administrator,0.4746
24230851,9,1155,Network Administrator,0.4742
24230851,10,1846,Database Administrator,0.4682
40018190,1,559,Network Administrator,0.616
40018190,2,1528,Network Administrator,0.5993
40018190,3,1362,Network Administrator,0.5821
40018190,4,1070,Network Administrator,0.5661
40018190,5,1346,Network Administrator,0.5495
40018190,6,1071,Database Administrator,0.5485
40018190,7,1283,Network Administrator,0.5474
40018190,8,1850,Network Administrator,0.5465
40018190,9,131,Network Administrator,0.5456
40018190,10,2055,Network Administrator,0.5451
16186411,1,2105,Backend Developer,0.7447
16186411,2,1597,Java Developer,0.7007
16186411,3,1845,Backend Developer,0.7004
16186411,4,1588,Backend Developer,0.6844
16186411,5,277,Java Developer,0.6722
16186411,6,248,Full Stack Developer,0.665
16186411,7,1999,Java Developer,0.6628
16186411,8,1944,Network Administrator,0.6592
16186411,9,1877,Backend Developer,0.6585
16186411,10,5,Java Developer,0.634
29975124,1,1362,Network Administrator,0.5903
29975124,2,1009,Network Administrator,0.576
29975124,3,1559,Database Administrator,0.5657
29975124,4,892,Software Engineer,0.5515
29975124,5,1071,Database Administrator,0.5429
29975124,6,805,Network Administrator,0.5413
29975124,7,1650,Network Administrator,0.54
29975124,8,637,Database Administrator,0.5387
29975124,9,1919,Database Administrator,0.5384
29975124,10,625,Database Administrator,0.5381
26746496,1,2105,Backend Developer,0.7381
26746496,2,1845,Backend Developer,0.7057
26746496,3,1597,Java Developer,0.6642
26746496,4,248,Full Stack Developer,0.6595
26746496,5,277,Java Developer,0.6549
26746496,6,1588,Backend Developer,0.6542
26746496,7,1944,Network Administrator,0.6537
26746496,8,1877,Backend Developer,0.648
26746496,9,1999,Java Developer,0.6412
26746496,10,5,Java Developer,0.6181
89413122,1,348,Java Developer,0.5241
89413122,2,1172,JavaScript Developer,0.5059
89413122,3,2215,Network Administrator,0.4947
89413122,4,364,Network Administrator,0.4889
89413122,5,2019,Network Administrator,0.4814
89413122,6,1777,Machine Learning,0.4781
89413122,7,991,Network Administrator,0.4662
89413122,8,249,JavaScript Developer,0.4612
89413122,9,939,Software Engineer,0.4599
89413122,10,1495,Java Developer,0.4585
12334140,1,136,Full Stack Developer,0.4083
12334140,2,2225,Database Administrator,0.4062
12334140,3,590,Java Developer,0.4058
12334140,4,702,Full Stack Developer,0.3961
12334140,5,2238,Wordpress Developer,0.3716
12334140,6,573,Java Developer,0.3683
12334140,7,2233,Software Engineer,0.368
12334140,8,2154,JavaScript Developer,0.3675
12334140,9,674,Database Administrator,0.366
12334140,10,1793,Software Engineer,0.3654
10641230,1,1436,Java Developer,0.7365
10641230,2,1096,Full Stack Developer,0.7018
10641230,3,1459,Database Administrator,0.6771
10641230,4,1528,Network Administrator,0.6743
10641230,5,779,Software Engineer,0.6721
10641230,6,1071,Database Administrator,0.6694
10641230,7,481,Full Stack Developer,0.6693
10641230,8,2154,JavaScript Developer,0.6683
10641230,9,435,Database Administrator,0.6635
10641230,10,1588,Backend Developer,0.6576
10265057,1,1165,Software Engineer,0.4939
10265057,2,779,Software Engineer,0.4871
10265057,3,672,JavaScript Developer,0.4822
10265057,4,854,Software Engineer,0.4725
10265057,5,1080,iOS Developer,0.4698
10265057,6,1861,Network Administrator,0.4673
10265057,7,507,Software Engineer,0.4623
10265057,8,463,DevOps Engineer,0.4623
10265057,9,1495,Java Developer,0.4613
10265057,10,754,Node js developer,0.4594
30223363,1,1991,Software Engineer,0.69
30223363,2,1002,Machine Learning,0.6582
30223363,3,346,Machine Learning,0.6059
30223363,4,1345,Machine Learning,0.6057
30223363,5,637,Database Administrator,0.5936
30223363,6,1025,Machine Learning,0.5803
30223363,7,1805,Backend Developer,0.5769
30223363,8,348,Java Developer,0.576
30223363,9,2028,Machine Learning,0.5758
30223363,10,1008,JavaScript Developer,0.5661
15791766,1,509,Network Administrator,0.6052
15791766,2,1362,Network Administrator,0.6035
15791766,3,356,Software Engineer,0.5937
15791766,4,320,Network Administrator,0.5903
15791766,5,1847,Java Developer,0.5856
15791766,6,1009,Network Administrator,0.5795
15791766,7,903,Network Administrator,0.5768
15791766,8,453,Network Administrator,0.5741
15791766,9,1991,Software Engineer,0.5694
15791766,10,1818,Network Administrator,0.566
29075857,1,297,Database Administrator,0.6203
29075857,2,2225,Database Administrator,0.6163
29075857,3,213,Database Administrator,0.6089
29075857,4,1263,Full Stack Developer,0.603
29075857,5,1929,Full Stack Developer,0.5985
29075857,6,2030,Database Administrator,0.597
29075857,7,1581,Software Engineer,0.5873
29075857,8,1919,Database Administrator,0.5869
29075857,9,2260,Java Developer,0.5846
29075857,10,49,Software Engineer,0.5835
12763627,1,1597,Java Developer,0.6531
12763627,2,1999,Java Developer,0.6381
12763627,3,1877,Backend Developer,0.6104
12763627,4,1944,Network Administrator,0.6091
12763627,5,1436,Java Developer,0.608
12763627,6,1588,Backend Developer,0.608
12763627,7,781,Django Developer,0.6054
12763627,8,2175,Wordpress Developer,0.6026
12763627,9,1791,JavaScript Developer,0.6014
12763627,10,1874,Backend Developer,0.5979
39718499,1,2169,Database Administrator,0.424
39718499,2,490,Full Stack Developer,0.3775
39718499,3,2172,Database Administrator,0.3647
39718499,4,1561,Java Developer,0.362
39718499,5,1979,Database Administrator,0.3397
39718499,6,336,Software Engineer,0.3367
39718499,7,2210,Database Administrator,0.3354
39718499,8,2191,Java Developer,0.3265
39718499,9,1929,Full Stack Developer,0.3261
39718499,10,1168,Database Administrator,0.3214
27058381,1,823,Network Administrator,0.5666
27058381,2,1987,Network Administrator,0.5614
27058381,3,1813,Network Administrator,0.554
27058381,4,903,Network Administrator,0.5523
27058381,5,2142,Network Administrator,0.5463
27058381,6,427,Network Administrator,0.5452
27058381,7,1741,Network Administrator,0.5434
27058381,8,1802,Network Administrator,0.5406
27058381,9,1362,Network Administrator,0.5388
27058381,10,1650,Network Administrator,0.5382
25857360,1,213,Database Administrator,0.6239
25857360,2,1258,Network Administrator,0.5962
25857360,3,1164,Network Administrator,0.5843
25857360,4,2041,Database Administrator,0.5828
25857360,5,2275,Machine Learning,0.5757
25857360,6,1236,Network Administrator,0.5748
25857360,7,1315,Database Administrator,0.5736
25857360,8,428,Database Administrator,0.5672
25857360,9,980,Database Administrator,0.5667
25857360,10,297,Database Administrator,0.5623
26768723,1,824,Network Administrator,0.6292
26768723,2,1818,Network Administrator,0.6235
26768723,3,559,Network Administrator,0.6209
26768723,4,1802,Network Administrator,0.6115
26768723,5,1362,Network Administrator,0.6094
26768723,6,1346,Network Administrator,0.6009
26768723,7,1996,Network Administrator,0.6007
26768723,8,1528,Network Administrator,0.5938
26768723,9,1850,Network Administrator,0.5928
26768723,10,163,Software Engineer,0.5887
31243710,1,580,Network Administrator,0.6087
31243710,2,427,Network Administrator,0.593
31243710,3,903,Network Administrator,0.579
31243710,4,2142,Network Administrator,0.5786
31243710,5,1528,Network Administrator,0.5743
31243710,6,1799,Network Administrator,0.5732
31243710,7,1406,Network Administrator,0.5684
31243710,8,595,Network Administrator,0.5655
31243710,9,858,Network Administrator,0.5644
31243710,10,1813,Network Administrator,0.5639
15297298,1,744,Software Engineer,0.6453
15297298,2,1919,Database Administrator,0.6181
15297298,3,541,Full Stack Developer,0.6106
15297298,4,326,Full Stack Developer,0.6087
15297298,5,1403,Java Developer,0.6042
15297298,6,824,Network Administrator,0.5998
15297298,7,1053,Machine Learning,0.5958
15297298,8,2270,Database Administrator,0.5903
15297298,9,1814,Machine Learning,0.5798
15297298,10,876,Full Stack Developer,0.5793
27295996,1,1655,Network Administrator,0.579
27295996,2,1278,Network Administrator,0.5742
27295996,3,1061,Network Administrator,0.5578
27295996,4,792,Software Engineer,0.5577
27295996,5,805,Network Administrator,0.5505
27295996,6,1071,Database Administrator,0.5486
27295996,7,1460,Software Engineer,0.5454
27295996,8,1699,DevOps Engineer,0.5401
27295996,9,151,Network Administrator,0.5352
27295996,10,2146,Network Administrator,0.5307
39413067,1,1436,Java Developer,0.6967
39413067,2,1944,Network Administrator,0.6658
39413067,3,1170,Django Developer,0.6655
39413067,4,2154,JavaScript Developer,0.6637
39413067,5,229,Software Engineer,0.6554
39413067,6,481,Full Stack Developer,0.6531
39413067,7,223,Django Developer,0.6492
39413067,8,893,Software Engineer,0.6457
39413067,9,519,Flutter Developer,0.6429
39413067,10,2017,Java Developer,0.6369
48037995,1,1060,DevOps Engineer,0.5281
48037995,2,96,Machine Learning,0.5028
48037995,3,1097,Database Administrator,0.4943
48037995,4,980,Database Administrator,0.4925
48037995,5,1698,Machine Learning,0.4792
48037995,6,1296,Database Administrator,0.4576
48037995,7,534,Database Administrator,0.4533
48037995,8,541,Full Stack Developer,0.452
48037995,9,342,Full Stack Developer,0.4351
48037995,10,1053,Machine Learning,0.435
15802627,1,1655,Network Administrator,0.6288
15802627,2,2146,Network Administrator,0.6138
15802627,3,1412,DevOps Engineer,0.6073
15802627,4,773,Machine Learning,0.6025
15802627,5,2123,DevOps Engineer,0.5951
15802627,6,462,Java Developer,0.5817
15802627,7,1400,Software Engineer,0.5811
15802627,8,580,Network Administrator,0.5771
15802627,9,151,Network Administrator,0.5761
15802627,10,2224,JavaScript Developer,0.5755
51363762,1,1802,Network Administrator,0.5969
51363762,2,1528,Network Administrator,0.5955
51363762,3,1070,Network Administrator,0.5881
51363762,4,2233,Software Engineer,0.5827
51363762,5,2275,Machine Learning,0.5711
51363762,6,991,Network Administrator,0.5705
51363762,7,1362,Network Administrator,0.5703
51363762,8,559,Network Administrator,0.5678
51363762,9,428,Database Administrator,0.5677
51363762,10,1436,Java Developer,0.5674
18067556,1,2266,Machine Learning,0.6393
18067556,2,1002,Machine Learning,0.5959
18067556,3,1805,Backend Developer,0.5936
18067556,4,520,Machine Learning,0.5638
18067556,5,2002,Database Administrator,0.5582
18067556,6,1824,Database Administrator,0.5559
18067556,7,715,Database Administrator,0.5533
18067556,8,1724,Machine Learning,0.5531
18067556,9,2241,Database Administrator,0.5437
18067556,10,346,Machine Learning,0.5312
27485716,1,942,iOS Developer,0.6514
27485716,2,336,Software Engineer,0.6288
27485716,3,1956,Node js developer,0.6288
27485716,4,320,Network Administrator,0.6282
27485716,5,356,Software Engineer,0.6269
27485716,6,2191,Java Developer,0.6143
27485716,7,641,Java Developer,0.6085
27485716,8,2130,Network Administrator,0.6059
27485716,9,1847,Java Developer,0.6008
27485716,10,2233,Software Engineer,0.5966
26480367,1,1528,Network Administrator,0.7388
26480367,2,1362,Network Administrator,0.724
26480367,3,1283,Network Administrator,0.6956
26480367,4,453,Network Administrator,0.6907
26480367,5,1278,Network Administrator,0.6849
26480367,6,559,Network Administrator,0.6832
26480367,7,1436,Java Developer,0.6744
26480367,8,1070,Network Administrator,0.6648
26480367,9,595,Network Administrator,0.6631
26480367,10,1944,Network Administrator,0.6621
81761658,1,1528,Network Administrator,0.6983
81761658,2,1362,Network Administrator,0.691
81761658,3,580,Network Administrator,0.688
81761658,4,1655,Network Administrator,0.6865
81761658,5,1278,Network Administrator,0.6833
81761658,6,1802,Network Administrator,0.6732
81761658,7,1061,Network Administrator,0.668
81761658,8,453,Network Administrator,0.6608
81761658,9,903,Network Administrator,0.6565
81761658,10,1850,Network Administrator,0.6544
79541391,1,2261,Machine Learning,0.6443
79541391,2,1348,Database Administrator,0.6418
79541391,3,1805,Backend Developer,0.6345
79541391,4,1002,Machine Learning,0.6333
79541391,5,1991,Software Engineer,0.6295
79541391,6,1344,Network Administrator,0.6269
79541391,7,124,Backend Developer,0.6264
79541391,8,344,Software Engineer,0.6239
79541391,9,341,Machine Learning,0.6237
79541391,10,18,Database Administrator,0.6214
23666211,1,428,Database Administrator,0.6071
23666211,2,1236,Network Administrator,0.6002
23666211,3,297,Database Administrator,0.6
23666211,4,1436,Java Developer,0.5951
23666211,5,2225,Database Administrator,0.5774
23666211,6,419,Machine Learning,0.5745
23666211,7,23,Database Administrator,0.574
23666211,8,213,Database Administrator,0.57
23666211,9,1315,Database Administrator,0.57
23666211,10,2030,Database Administrator,0.5697
